george‰Ûªs,NA,NA,NA
mother,0.52250815,0.388658465,-0.133849685
said,0.275108717,0.285514433,0.010405716
bark,0.166332957,0.16417218,-0.002160776
george,0.176066581,0.24086693,0.064800349
went,0.246997143,0.311049973,0.064052831
meow,0.23182986,0.182179299,-0.049650561
no,0.193577735,0.19359491,1.72E-05
cats,0.187434985,0.1912484,0.003813414
go,0.225984386,0.228313183,0.002328798
dogs,0.211833893,0.227183552,0.015349659
arf,0.107779466,0.117123843,0.009344377
now,0.208227574,0.207907094,-3.20E-04
quack,0.164472884,0.215914751,0.051441868
ducks,0.136535578,0.201650965,0.065115386
oink,0.141209125,0.157102335,0.01589321
pigs,0.168345384,0.186124346,0.017778962
moo,0.127523465,0.153485772,0.025962308
took,0.217836873,0.251743114,0.033906241
to,0.239450918,0.2759747,0.036523782
the,0.285875564,0.313257676,0.027382113
vet,0.200594674,0.160444496,-0.040150178
i‰Ûªll,NA,NA,NA
soon,0.303651708,0.34200835,0.038356641
get,0.275560964,0.256467433,-0.019093531
bottom,0.147225675,0.136533286,-0.010692389
of,0.221512303,0.244879553,0.02336725
this,0.179026407,0.193018522,0.013992115
please,0.133345567,0.135572376,0.002226809
reached,0.158189726,0.149531031,-0.008658695
deep,0.163937549,0.180790627,0.016853078
down,0.204023573,0.218357394,0.014333821
inside,0.216912743,0.206399595,-0.010513148
and,0.318364675,0.33653817,0.018173495
pulled,0.192121729,0.214576898,0.022455169
out,0.241983203,0.277673572,0.03569037
a,0.281769001,0.289693007,0.007924006
cat,0.24608731,0.208481624,-0.037605686
again,0.285291063,0.322679801,0.037388738
duck,0.187554233,0.234636481,0.047082247
pig,0.233252169,0.253593314,0.020341146
put,0.21027222,0.242223824,0.031951605
on,0.18918575,0.200247792,0.011062042
his,0.416326357,0.547696843,0.131370487
longest,0.132932246,0.136699222,0.003766977
latex,0.165291008,0.11307523,-0.052215778
glove,0.236038939,0.267807334,0.031768395
then,0.29193836,0.315805069,0.023866708
he,0.430005872,0.550387075,0.120381203
cow,0.234635602,0.234120742,-5.15E-04
was,0.24958786,0.296706889,0.047119029
so,0.265383773,0.273483218,0.008099445
thrilled,0.375832702,0.308865963,-0.066966739
that,0.305689687,0.315212478,0.009522791
she,0.637387276,0.46405529,-0.173331986
kissed,0.432039344,0.340941976,-0.091097368
way,0.229474705,0.252800887,0.023326182
home,0.226277993,0.233392333,0.007114339
wanted,0.287343882,0.302295666,0.014951784
show,0.22141913,0.20841465,-0.01300448
off,0.229533152,0.24074243,0.011209278
everyone,0.341365116,0.332579041,-0.008786075
street,0.178153545,0.18427157,0.006118025
hello,0.220314507,0.155871912,-0.064442595
one,0.301526766,0.313305141,0.011778375
day,0.243066336,0.248420717,0.005354382
little,0.238767743,0.229138443,-0.0096293
sal,0.169574478,0.162123622,-0.007450857
with,0.225353443,0.240027979,0.014674537
her,0.65695696,0.468108654,-0.188848306
blueberry,0.191775891,0.134021349,-0.057754543
hill,0.174731029,0.199113023,0.024381995
pick,0.163655935,0.187756388,0.024100453
blueberries,0.177684426,0.131080715,-0.046603711
brought,0.21656699,0.265000812,0.048433823
along,0.190585638,0.212012649,0.021427011
small,0.163259428,0.165905735,0.002646307
tin,0.160973496,0.184995497,0.024022001
pail,0.227597829,0.222104057,-0.005493772
large,0.153318883,0.178682171,0.025363288
berries,0.214215949,0.177398168,-0.036817781
in,0.245028999,0.261971034,0.016942034
we,0.209967605,0.213668979,0.003701374
will,0.196092542,0.182927476,-0.013165066
take,0.240733531,0.233131597,-0.007601934
our,0.231405396,0.219353645,-0.012051752
can,0.173768932,0.152751582,-0.02101735
them,0.329192252,0.353636708,0.024444455
have,0.253539612,0.241337604,-0.012202008
food,0.172868412,0.148744107,-0.024124305
for,0.202937498,0.252089481,0.049151983
winter,0.172698041,0.182601502,0.009903461
picked,0.235200373,0.259424086,0.024223712
three,0.224604309,0.242565398,0.01796109
dropped,0.174645789,0.197350024,0.022704236
kuplink,NA,NA,NA
kuplank,NA,NA,NA
kuplunk,NA,NA,NA
more,0.2044877,0.218515393,0.014027693
ate,0.228432684,0.236542731,0.008110047
rest,0.208479544,0.256513655,0.048034111
all,0.191125459,0.217007258,0.025881799
four,0.203276988,0.237081395,0.033804407
walked,0.265456462,0.284389223,0.018932761
slowly,0.215070278,0.224508058,0.009437779
through,0.183141587,0.196492492,0.013350905
bushes,0.209108025,0.197166449,-0.011941576
picking,0.213610262,0.228726318,0.015116056
as,0.228684987,0.248191719,0.019506732
putting,0.208434097,0.243134443,0.034700345
struggled,0.204654765,0.258893677,0.054238912
behind,0.2168231,0.248930082,0.032106982
eating,0.237101328,0.242077397,0.004976069
every,0.204399422,0.191915879,-0.012483543
single,0.221318722,0.169566857,-0.051751865
hurried,0.217445817,0.268576273,0.051130456
ahead,0.147066695,0.181258991,0.034192296
mother‰Ûªs,NA,NA,NA
it,0.259753044,0.248885847,-0.010867198
didn‰Ûªt,NA,NA,NA
sound,0.174891535,0.181926622,0.007035086
because,0.261791434,0.262175952,3.85E-04
already,0.209555538,0.254674421,0.045118883
